excluir;unidade;ano;mes;grau;score;predicao_obito;saidas;obitos_esperados;obitos_ocorridos
02/2020;HRBJA;2020;2;I;0 a 4;4;0;0,0;0
02/2020;HRBJA;2020;2;II;5 a 9;8;0;0,0;0
02/2020;HRBJA;2020;2;III;10 a 14;15;0;0,0;0
02/2020;HRBJA;2020;2;IV;15 a 19;25;0;0,0;0
02/2020;HRBJA;2020;2;V;20 a 24;40;0;0,0;0
02/2020;HRBJA;2020;2;VI;25 a 29;55;0;0,0;0
02/2020;HRBJA;2020;2;VII;30 a 34;75;0;0,0;0
02/2020;HRBJA;2020;2;VIII;> 34;85;0;0,0;0
02/2020;HRJP;2020;2;I;0 a 4;4;2;0,08;0
02/2020;HRJP;2020;2;II;5 a 9;8;4;0,32;0
02/2020;HRJP;2020;2;III;10 a 14;15;8;1,2;0
02/2020;HRJP;2020;2;IV;15 a 19;25;9;2,25;4
02/2020;HRJP;2020;2;V;20 a 24;40;5;2,0;0
02/2020;HRJP;2020;2;VI;25 a 29;55;3;1,65;1
02/2020;HRJP;2020;2;VII;30 a 34;75;0;0,0;0
02/2020;HRJP;2020;2;VIII;> 34;85;0;0,0;1
02/2020;MOV;2020;2;I;0 a 4;4;0;0,0;0
02/2020;MOV;2020;2;II;5 a 9;8;0;0,0;0
02/2020;MOV;2020;2;III;10 a 14;15;0;0,0;0
02/2020;MOV;2020;2;IV;15 a 19;25;0;0,0;0
02/2020;MOV;2020;2;V;20 a 24;40;0;0,0;0
02/2020;MOV;2020;2;VI;25 a 29;55;0;0,0;0
02/2020;MOV;2020;2;VII;30 a 34;75;0;0,0;0
02/2020;MOV;2020;2;VIII;> 34;85;0;0,0;0
03/2020;HAC;2020;3;I;0 a 4;4;2;0,08;0
03/2020;HAC;2020;3;II;5 a 9;8;10;0,8;0
03/2020;HAC;2020;3;III;10 a 14;15;17;2,55;1
03/2020;HAC;2020;3;IV;15 a 19;25;9;2,25;2
03/2020;HAC;2020;3;V;20 a 24;40;4;1,6;2
03/2020;HAC;2020;3;VI;25 a 29;55;2;1,1;2
03/2020;HAC;2020;3;VII;30 a 34;75;1;0,75;1
03/2020;HAC;2020;3;VIII;> 34;85;0;0,0;0
03/2020;HEM;2020;3;I;0 a 4;4;0;0,0;0
03/2020;HEM;2020;3;II;5 a 9;8;0;0,0;0
03/2020;HEM;2020;3;III;10 a 14;15;0;0,0;0
03/2020;HEM;2020;3;IV;15 a 19;25;0;0,0;0
03/2020;HEM;2020;3;V;20 a 24;40;0;0,0;0
03/2020;HEM;2020;3;VI;25 a 29;55;0;0,0;0
03/2020;HEM;2020;3;VII;30 a 34;75;0;0,0;0
03/2020;HEM;2020;3;VIII;> 34;85;0;0,0;0
03/2020;HJK;2020;3;I;0 a 4;4;89;3,5999999999999996;5
03/2020;HJK;2020;3;II;5 a 9;8;199;15,96;20
03/2020;HJK;2020;3;III;10 a 14;15;232;34,95;12
03/2020;HJK;2020;3;IV;15 a 19;25;213;53,35;27
03/2020;HJK;2020;3;V;20 a 24;40;142;56,8;27
03/2020;HJK;2020;3;VI;25 a 29;55;68;37,449999999999996;26
03/2020;HJK;2020;3;VII;30 a 34;75;32;24,1;15
03/2020;HJK;2020;3;VIII;> 34;85;17;14,5;13
03/2020;HJXXIII;2020;3;I;0 a 4;4;8;0,32;1
03/2020;HJXXIII;2020;3;II;5 a 9;8;20;1,6;1
03/2020;HJXXIII;2020;3;III;10 a 14;15;36;5,4;3
03/2020;HJXXIII;2020;3;IV;15 a 19;25;39;9,75;6
03/2020;HJXXIII;2020;3;V;20 a 24;40;19;7,6;5
03/2020;HJXXIII;2020;3;VI;25 a 29;55;7;3,85;4
03/2020;HJXXIII;2020;3;VII;30 a 34;75;0;0,0;0
03/2020;HJXXIII;2020;3;VIII;> 34;85;0;0,0;0
03/2020;HRAD;2020;3;I;0 a 4;4;1;0,04;0
03/2020;HRAD;2020;3;II;5 a 9;8;14;1,12;0
03/2020;HRAD;2020;3;III;10 a 14;15;25;3,75;0
03/2020;HRAD;2020;3;IV;15 a 19;25;9;2,25;2
03/2020;HRAD;2020;3;V;20 a 24;40;13;5,2;4
03/2020;HRAD;2020;3;VI;25 a 29;55;2;1,1;2
03/2020;HRAD;2020;3;VII;30 a 34;75;0;0,0;0
03/2020;HRAD;2020;3;VIII;> 34;85;0;0,0;0
03/2020;HRBJA;2020;3;I;0 a 4;4;0;0,0;0
03/2020;HRBJA;2020;3;II;5 a 9;8;0;0,0;0
03/2020;HRBJA;2020;3;III;10 a 14;15;0;0,0;0
03/2020;HRBJA;2020;3;IV;15 a 19;25;0;0,0;0
03/2020;HRBJA;2020;3;V;20 a 24;40;0;0,0;0
03/2020;HRBJA;2020;3;VI;25 a 29;55;0;0,0;0
03/2020;HRBJA;2020;3;VII;30 a 34;75;0;0,0;0
03/2020;HRBJA;2020;3;VIII;> 34;85;0;0,0;0
03/2020;HRJP;2020;3;I;0 a 4;4;7;0,28;0
03/2020;HRJP;2020;3;II;5 a 9;8;15;1,2;1
03/2020;HRJP;2020;3;III;10 a 14;15;30;4,5;6
03/2020;HRJP;2020;3;IV;15 a 19;25;36;9,0;9
03/2020;HRJP;2020;3;V;20 a 24;40;14;5,6;3
03/2020;HRJP;2020;3;VI;25 a 29;55;3;1,65;1
03/2020;HRJP;2020;3;VII;30 a 34;75;0;0,0;0
03/2020;HRJP;2020;3;VIII;> 34;85;1;0,85;1
03/2020;MOV;2020;3;I;0 a 4;4;0;0,0;0
03/2020;MOV;2020;3;II;5 a 9;8;0;0,0;0
03/2020;MOV;2020;3;III;10 a 14;15;0;0,0;0
03/2020;MOV;2020;3;IV;15 a 19;25;0;0,0;0
03/2020;MOV;2020;3;V;20 a 24;40;0;0,0;0
03/2020;MOV;2020;3;VI;25 a 29;55;0;0,0;0
03/2020;MOV;2020;3;VII;30 a 34;75;0;0,0;0
03/2020;MOV;2020;3;VIII;> 34;85;0;0,0;0
04/2020;HAC;2020;4;I;0 a 4;4;1;0,04;0
04/2020;HAC;2020;4;II;5 a 9;8;8;0,64;1
04/2020;HAC;2020;4;III;10 a 14;15;11;1,65;2
04/2020;HAC;2020;4;IV;15 a 19;25;6;1,5;1
04/2020;HAC;2020;4;V;20 a 24;40;7;2,8;5
04/2020;HAC;2020;4;VI;25 a 29;55;0;0,0;0
04/2020;HAC;2020;4;VII;30 a 34;75;0;0,0;0
04/2020;HAC;2020;4;VIII;> 34;85;0;0,0;0
04/2020;HEM;2020;4;I;0 a 4;4;0;0,0;0
04/2020;HEM;2020;4;II;5 a 9;8;0;0,0;0
04/2020;HEM;2020;4;III;10 a 14;15;0;0,0;0
04/2020;HEM;2020;4;IV;15 a 19;25;0;0,0;0
04/2020;HEM;2020;4;V;20 a 24;40;0;0,0;0
04/2020;HEM;2020;4;VI;25 a 29;55;0;0,0;0
04/2020;HEM;2020;4;VII;30 a 34;75;0;0,0;0
04/2020;HEM;2020;4;VIII;> 34;85;0;0,0;0
04/2020;HJK;2020;4;I;0 a 4;4;90;3,6399999999999997;5
04/2020;HJK;2020;4;II;5 a 9;8;194;15,56;20
04/2020;HJK;2020;4;III;10 a 14;15;228;34,35;15
04/2020;HJK;2020;4;IV;15 a 19;25;209;52,35;28
04/2020;HJK;2020;4;V;20 a 24;40;140;56,0;28
04/2020;HJK;2020;4;VI;25 a 29;55;65;35,8;26
04/2020;HJK;2020;4;VII;30 a 34;75;32;24,1;13
04/2020;HJK;2020;4;VIII;> 34;85;17;14,5;13
04/2020;HJXXIII;2020;4;I;0 a 4;4;1;0,04;0
04/2020;HJXXIII;2020;4;II;5 a 9;8;13;1,04;0
04/2020;HJXXIII;2020;4;III;10 a 14;15;25;3,75;1
04/2020;HJXXIII;2020;4;IV;15 a 19;25;33;8,25;5
04/2020;HJXXIII;2020;4;V;20 a 24;40;16;6,4;7
04/2020;HJXXIII;2020;4;VI;25 a 29;55;10;5,5;7
04/2020;HJXXIII;2020;4;VII;30 a 34;75;6;4,5;3
04/2020;HJXXIII;2020;4;VIII;> 34;85;1;0,85;1
04/2020;HRAD;2020;4;I;0 a 4;4;0;0,0;0
04/2020;HRAD;2020;4;II;5 a 9;8;14;1,12;0
04/2020;HRAD;2020;4;III;10 a 14;15;10;1,5;0
04/2020;HRAD;2020;4;IV;15 a 19;25;13;3,25;3
04/2020;HRAD;2020;4;V;20 a 24;40;12;4,800000000000001;4
04/2020;HRAD;2020;4;VI;25 a 29;55;5;2,75;3
04/2020;HRAD;2020;4;VII;30 a 34;75;0;0,0;0
04/2020;HRAD;2020;4;VIII;> 34;85;0;0,0;0
04/2020;HRBJA;2020;4;I;0 a 4;4;0;0,0;0
04/2020;HRBJA;2020;4;II;5 a 9;8;0;0,0;0
04/2020;HRBJA;2020;4;III;10 a 14;15;0;0,0;0
04/2020;HRBJA;2020;4;IV;15 a 19;25;0;0,0;0
04/2020;HRBJA;2020;4;V;20 a 24;40;0;0,0;0
04/2020;HRBJA;2020;4;VI;25 a 29;55;0;0,0;0
04/2020;HRBJA;2020;4;VII;30 a 34;75;0;0,0;0
04/2020;HRBJA;2020;4;VIII;> 34;85;0;0,0;0
04/2020;HRJP;2020;4;I;0 a 4;4;0;0,0;0
04/2020;HRJP;2020;4;II;5 a 9;8;9;0,72;1
04/2020;HRJP;2020;4;III;10 a 14;15;5;0,75;2
04/2020;HRJP;2020;4;IV;15 a 19;25;8;2,0;1
04/2020;HRJP;2020;4;V;20 a 24;40;5;2,0;1
04/2020;HRJP;2020;4;VI;25 a 29;55;0;0,0;0
04/2020;HRJP;2020;4;VII;30 a 34;75;0;0,0;0
04/2020;HRJP;2020;4;VIII;> 34;85;0;0,0;0
04/2020;MOV;2020;4;I;0 a 4;4;0;0,0;0
04/2020;MOV;2020;4;II;5 a 9;8;0;0,0;0
04/2020;MOV;2020;4;III;10 a 14;15;0;0,0;0
04/2020;MOV;2020;4;IV;15 a 19;25;0;0,0;0
04/2020;MOV;2020;4;V;20 a 24;40;0;0,0;0
04/2020;MOV;2020;4;VI;25 a 29;55;0;0,0;0
04/2020;MOV;2020;4;VII;30 a 34;75;0;0,0;0
04/2020;MOV;2020;4;VIII;> 34;85;0;0,0;0
05/2020;HAC;2020;5;I;0 a 4;4;3;0,12;0
05/2020;HAC;2020;5;II;5 a 9;8;8;0,64;0
05/2020;HAC;2020;5;III;10 a 14;15;10;1,5;0
05/2020;HAC;2020;5;IV;15 a 19;25;9;2,25;0
05/2020;HAC;2020;5;V;20 a 24;40;7;2,8;2
05/2020;HAC;2020;5;VI;25 a 29;55;1;0,55;0
05/2020;HAC;2020;5;VII;30 a 34;75;3;2,25;1
05/2020;HAC;2020;5;VIII;> 34;85;4;3,4;3
05/2020;HEM;2020;5;I;0 a 4;4;3;0,12;0
05/2020;HEM;2020;5;II;5 a 9;8;13;1,04;1
05/2020;HEM;2020;5;III;10 a 14;15;17;2,55;5
05/2020;HEM;2020;5;IV;15 a 19;25;15;3,75;7
05/2020;HEM;2020;5;V;20 a 24;40;12;4,8;3
05/2020;HEM;2020;5;VI;25 a 29;55;0;0,0;0
05/2020;HEM;2020;5;VII;30 a 34;75;1;0,75;1
05/2020;HEM;2020;5;VIII;> 34;85;1;0,85;0
05/2020;HJK;2020;5;I;0 a 4;4;91;3,6799999999999997;5
05/2020;HJK;2020;5;II;5 a 9;8;198;15,88;20
05/2020;HJK;2020;5;III;10 a 14;15;236;35,55;15
05/2020;HJK;2020;5;IV;15 a 19;25;208;52,1;28
05/2020;HJK;2020;5;V;20 a 24;40;138;55,2;28
05/2020;HJK;2020;5;VI;25 a 29;55;62;34,15;24
05/2020;HJK;2020;5;VII;30 a 34;75;33;24,85;13
05/2020;HJK;2020;5;VIII;> 34;85;17;14,5;13
05/2020;HJXXIII;2020;5;I;0 a 4;4;6;0,24;0
05/2020;HJXXIII;2020;5;II;5 a 9;8;28;2,24;2
05/2020;HJXXIII;2020;5;III;10 a 14;15;43;6,45;2
