excluir;unidade;ano;mes;grau;score;predicao_obito;saidas;obitos_esperados;obitos_ocorridos
10/2022;HRJP;2022;10;VII;30 a 34;75;0;0,0;2
10/2022;HRJP;2022;10;VIII;> 34;85;0;0,0;2
10/2022;MOV;2022;10;I;0 a 4;4;1;0,04;0
10/2022;MOV;2022;10;II;5 a 9;8;5;0,4;0
10/2022;MOV;2022;10;III;10 a 14;15;13;1,95;0
10/2022;MOV;2022;10;IV;15 a 19;25;9;2,25;0
10/2022;MOV;2022;10;V;20 a 24;40;1;0,4;0
10/2022;MOV;2022;10;VI;25 a 29;55;0;0,0;0
10/2022;MOV;2022;10;VII;30 a 34;75;0;0,0;0
10/2022;MOV;2022;10;VIII;> 34;85;0;0,0;0
11/2022;HAC;2022;11;I;0 a 4;4;0;0,0;0
11/2022;HAC;2022;11;II;5 a 9;8;3;0,24;0
11/2022;HAC;2022;11;III;10 a 14;15;8;1,2;0
11/2022;HAC;2022;11;IV;15 a 19;25;10;2,5;0
11/2022;HAC;2022;11;V;20 a 24;40;6;2,4;3
11/2022;HAC;2022;11;VI;25 a 29;55;5;2,75;3
11/2022;HAC;2022;11;VII;30 a 34;75;1;0,75;1
11/2022;HAC;2022;11;VIII;> 34;85;1;0,85;0
11/2022;HEM;2022;11;I;0 a 4;4;0;0,0;0
11/2022;HEM;2022;11;II;5 a 9;8;0;0,0;0
11/2022;HEM;2022;11;III;10 a 14;15;4;0,6;0
11/2022;HEM;2022;11;IV;15 a 19;25;10;2,5;1
11/2022;HEM;2022;11;V;20 a 24;40;9;3,6;1
11/2022;HEM;2022;11;VI;25 a 29;55;2;1,1;0
11/2022;HEM;2022;11;VII;30 a 34;75;4;3,0;0
11/2022;HEM;2022;11;VIII;> 34;85;2;1,7;0
11/2022;HJK;2022;11;I;0 a 4;4;91;3,6799999999999997;5
11/2022;HJK;2022;11;II;5 a 9;8;193;15,48;20
11/2022;HJK;2022;11;III;10 a 14;15;224;33,75;13
11/2022;HJK;2022;11;IV;15 a 19;25;205;51,35;26
11/2022;HJK;2022;11;V;20 a 24;40;133;53,2;26
11/2022;HJK;2022;11;VI;25 a 29;55;60;33,05;24
11/2022;HJK;2022;11;VII;30 a 34;75;31;23,35;14
11/2022;HJK;2022;11;VIII;> 34;85;16;13,65;13
11/2022;HJXXIII;2022;11;I;0 a 4;4;14;0,56;0
11/2022;HJXXIII;2022;11;II;5 a 9;8;22;1,76;1
11/2022;HJXXIII;2022;11;III;10 a 14;15;37;5,55;1
11/2022;HJXXIII;2022;11;IV;15 a 19;25;20;5,0;2
11/2022;HJXXIII;2022;11;V;20 a 24;40;22;8,8;4
11/2022;HJXXIII;2022;11;VI;25 a 29;55;5;2,75;4
11/2022;HJXXIII;2022;11;VII;30 a 34;75;2;1,5;2
11/2022;HJXXIII;2022;11;VIII;> 34;85;1;0,85;0
11/2022;HRAD;2022;11;I;0 a 4;4;0;0,0;0
11/2022;HRAD;2022;11;II;5 a 9;8;1;0,08;0
11/2022;HRAD;2022;11;III;10 a 14;15;3;0,45;1
11/2022;HRAD;2022;11;IV;15 a 19;25;6;1,5;0
11/2022;HRAD;2022;11;V;20 a 24;40;4;1,6;3
11/2022;HRAD;2022;11;VI;25 a 29;55;2;1,1;2
11/2022;HRAD;2022;11;VII;30 a 34;75;0;0,0;0
11/2022;HRAD;2022;11;VIII;> 34;85;0;0,0;0
11/2022;HRBJA;2022;11;I;0 a 4;4;0;0,0;0
11/2022;HRBJA;2022;11;II;5 a 9;8;3;0,24;0
11/2022;HRBJA;2022;11;III;10 a 14;15;7;1,05;0
11/2022;HRBJA;2022;11;IV;15 a 19;25;6;1,5;0
11/2022;HRBJA;2022;11;V;20 a 24;40;5;2,0;3
11/2022;HRBJA;2022;11;VI;25 a 29;55;4;2,2;1
11/2022;HRBJA;2022;11;VII;30 a 34;75;0;0,0;0
11/2022;HRBJA;2022;11;VIII;> 34;85;0;0,0;0
11/2022;HRJP;2022;11;I;0 a 4;4;0;0,0;0
11/2022;HRJP;2022;11;II;5 a 9;8;2;0,16;0
11/2022;HRJP;2022;11;III;10 a 14;15;4;0,6;1
11/2022;HRJP;2022;11;IV;15 a 19;25;8;2,0;1
11/2022;HRJP;2022;11;V;20 a 24;40;10;4,0;2
11/2022;HRJP;2022;11;VI;25 a 29;55;3;1,65;1
11/2022;HRJP;2022;11;VII;30 a 34;75;0;0,0;0
11/2022;HRJP;2022;11;VIII;> 34;85;0;0,0;0
11/2022;MOV;2022;11;I;0 a 4;4;2;0,08;0
11/2022;MOV;2022;11;II;5 a 9;8;8;0,64;0
11/2022;MOV;2022;11;III;10 a 14;15;11;1,65;0
11/2022;MOV;2022;11;IV;15 a 19;25;8;2,0;0
11/2022;MOV;2022;11;V;20 a 24;40;1;0,4;0
11/2022;MOV;2022;11;VI;25 a 29;55;2;1,1;0
11/2022;MOV;2022;11;VII;30 a 34;75;0;0,0;0
11/2022;MOV;2022;11;VIII;> 34;85;0;0,0;0
12/2022;HAC;2022;12;I;0 a 4;4;1;0,04;0
12/2022;HAC;2022;12;II;5 a 9;8;2;0,16;0
12/2022;HAC;2022;12;III;10 a 14;15;18;2,7;0
12/2022;HAC;2022;12;IV;15 a 19;25;9;2,25;1
12/2022;HAC;2022;12;V;20 a 24;40;4;1,6;1
12/2022;HAC;2022;12;VI;25 a 29;55;2;1,1;0
12/2022;HAC;2022;12;VII;30 a 34;75;0;0,0;0
12/2022;HAC;2022;12;VIII;> 34;85;0;0,0;0
12/2022;HEM;2022;12;I;0 a 4;4;0;0,0;0
12/2022;HEM;2022;12;II;5 a 9;8;0;0,0;0
12/2022;HEM;2022;12;III;10 a 14;15;0;0,0;0
12/2022;HEM;2022;12;IV;15 a 19;25;9;2,25;0
12/2022;HEM;2022;12;V;20 a 24;40;7;2,8;1
12/2022;HEM;2022;12;VI;25 a 29;55;4;2,2;2
12/2022;HEM;2022;12;VII;30 a 34;75;6;4,5;1
12/2022;HEM;2022;12;VIII;> 34;85;3;2,55;2
12/2022;HJK;2022;12;I;0 a 4;4;89;3,5999999999999996;5
12/2022;HJK;2022;12;II;5 a 9;8;193;15,48;20
12/2022;HJK;2022;12;III;10 a 14;15;222;33,45;13
12/2022;HJK;2022;12;IV;15 a 19;25;203;50,85;28
12/2022;HJK;2022;12;V;20 a 24;40;137;54,8;26
12/2022;HJK;2022;12;VI;25 a 29;55;66;36,349999999999994;23
12/2022;HJK;2022;12;VII;30 a 34;75;30;22,6;13
12/2022;HJK;2022;12;VIII;> 34;85;17;14,5;14
12/2022;HJXXIII;2022;12;I;0 a 4;4;10;0,4;0
12/2022;HJXXIII;2022;12;II;5 a 9;8;24;1,92;0
12/2022;HJXXIII;2022;12;III;10 a 14;15;33;4,95;1
12/2022;HJXXIII;2022;12;IV;15 a 19;25;33;8,25;6
12/2022;HJXXIII;2022;12;V;20 a 24;40;16;6,4;6
12/2022;HJXXIII;2022;12;VI;25 a 29;55;9;4,95;6
12/2022;HJXXIII;2022;12;VII;30 a 34;75;3;2,25;2
12/2022;HJXXIII;2022;12;VIII;> 34;85;0;0,0;0
12/2022;HRAD;2022;12;I;0 a 4;4;0;0,0;0
12/2022;HRAD;2022;12;II;5 a 9;8;3;0,24;0
12/2022;HRAD;2022;12;III;10 a 14;15;4;0,6;1
12/2022;HRAD;2022;12;IV;15 a 19;25;8;2,0;1
12/2022;HRAD;2022;12;V;20 a 24;40;2;0,8;2
12/2022;HRAD;2022;12;VI;25 a 29;55;3;1,65;2
12/2022;HRAD;2022;12;VII;30 a 34;75;1;0,75;1
12/2022;HRAD;2022;12;VIII;> 34;85;0;0,0;0
12/2022;HRBJA;2022;12;I;0 a 4;4;0;0,0;0
12/2022;HRBJA;2022;12;II;5 a 9;8;2;0,16;0
12/2022;HRBJA;2022;12;III;10 a 14;15;4;0,6;1
12/2022;HRBJA;2022;12;IV;15 a 19;25;6;1,5;1
12/2022;HRBJA;2022;12;V;20 a 24;40;4;1,6;3
12/2022;HRBJA;2022;12;VI;25 a 29;55;2;1,1;1
12/2022;HRBJA;2022;12;VII;30 a 34;75;1;0,75;0
12/2022;HRBJA;2022;12;VIII;> 34;85;1;0,85;0
12/2022;HRJP;2022;12;I;0 a 4;4;0;0,0;0
12/2022;HRJP;2022;12;II;5 a 9;8;2;0,16;0
12/2022;HRJP;2022;12;III;10 a 14;15;6;0,9;0
12/2022;HRJP;2022;12;IV;15 a 19;25;13;3,25;2
12/2022;HRJP;2022;12;V;20 a 24;40;4;1,6;2
12/2022;HRJP;2022;12;VI;25 a 29;55;1;0,55;1
12/2022;HRJP;2022;12;VII;30 a 34;75;2;1,5;0
12/2022;HRJP;2022;12;VIII;> 34;85;0;0,0;0
12/2022;MOV;2022;12;I;0 a 4;4;1;0,04;0
12/2022;MOV;2022;12;II;5 a 9;8;10;0,8;0
12/2022;MOV;2022;12;III;10 a 14;15;12;1,8;0
12/2022;MOV;2022;12;IV;15 a 19;25;3;0,75;0
12/2022;MOV;2022;12;V;20 a 24;40;5;2,0;0
12/2022;MOV;2022;12;VI;25 a 29;55;3;1,65;0
12/2022;MOV;2022;12;VII;30 a 34;75;1;0,75;0
12/2022;MOV;2022;12;VIII;> 34;85;0;0,0;0
01/2023;HAC;2023;1;I;0 a 4;4;1;0,04;0
01/2023;HAC;2023;1;II;5 a 9;8;2;0,16;0
01/2023;HAC;2023;1;III;10 a 14;15;12;1,8;2
01/2023;HAC;2023;1;IV;15 a 19;25;12;3,0;2
01/2023;HAC;2023;1;V;20 a 24;40;7;2,8;2
01/2023;HAC;2023;1;VI;25 a 29;55;2;1,1;1
01/2023;HAC;2023;1;VII;30 a 34;75;0;0,0;0
01/2023;HAC;2023;1;VIII;> 34;85;1;0,85;1
01/2023;HEM;2023;1;I;0 a 4;4;0;0,0;0
01/2023;HEM;2023;1;II;5 a 9;8;0;0,0;0
01/2023;HEM;2023;1;III;10 a 14;15;8;1,2;0
01/2023;HEM;2023;1;IV;15 a 19;25;11;2,75;2
01/2023;HEM;2023;1;V;20 a 24;40;5;2,0;0
01/2023;HEM;2023;1;VI;25 a 29;55;7;3,85;4
01/2023;HEM;2023;1;VII;30 a 34;75;2;1,5;2
01/2023;HEM;2023;1;VIII;> 34;85;1;0,85;1
01/2023;HJK;2023;1;I;0 a 4;4;89;3,5999999999999996;5
01/2023;HJK;2023;1;II;5 a 9;8;193;15,48;20
01/2023;HJK;2023;1;III;10 a 14;15;224;33,75;12
01/2023;HJK;2023;1;IV;15 a 19;25;206;51,6;28
01/2023;HJK;2023;1;V;20 a 24;40;139;55,6;27
01/2023;HJK;2023;1;VI;25 a 29;55;59;32,5;25
01/2023;HJK;2023;1;VII;30 a 34;75;32;24,1;14
01/2023;HJK;2023;1;VIII;> 34;85;16;13,65;13
01/2023;HJXXIII;2023;1;I;0 a 4;4;13;0,52;0
01/2023;HJXXIII;2023;1;II;5 a 9;8;31;2,48;1
01/2023;HJXXIII;2023;1;III;10 a 14;15;50;7,5;2
01/2023;HJXXIII;2023;1;IV;15 a 19;25;32;8,0;3
01/2023;HJXXIII;2023;1;V;20 a 24;40;13;5,2;4
01/2023;HJXXIII;2023;1;VI;25 a 29;55;9;4,95;4
01/2023;HJXXIII;2023;1;VII;30 a 34;75;3;2,25;3
01/2023;HJXXIII;2023;1;VIII;> 34;85;1;0,85;1
01/2023;HRAD;2023;1;I;0 a 4;4;0;0,0;0
01/2023;HRAD;2023;1;II;5 a 9;8;0;0,0;0
01/2023;HRAD;2023;1;III;10 a 14;15;5;0,75;0
01/2023;HRAD;2023;1;IV;15 a 19;25;5;1,25;1
01/2023;HRAD;2023;1;V;20 a 24;40;5;2,0;0
01/2023;HRAD;2023;1;VI;25 a 29;55;3;1,65;3
01/2023;HRAD;2023;1;VII;30 a 34;75;0;0,0;0
01/2023;HRAD;2023;1;VIII;> 34;85;1;0,85;1
01/2023;HRBJA;2023;1;I;0 a 4;4;0;0,0;0
01/2023;HRBJA;2023;1;II;5 a 9;8;1;0,08;0
01/2023;HRBJA;2023;1;III;10 a 14;15;4;0,6;1
01/2023;HRBJA;2023;1;IV;15 a 19;25;6;1,5;2
01/2023;HRBJA;2023;1;V;20 a 24;40;8;3,2;4
01/2023;HRBJA;2023;1;VI;25 a 29;55;0;0,0;0
01/2023;HRBJA;2023;1;VII;30 a 34;75;0;0,0;0
01/2023;HRBJA;2023;1;VIII;> 34;85;0;0,0;0
01/2023;HRJP;2023;1;I;0 a 4;4;1;0,04;0
01/2023;HRJP;2023;1;II;5 a 9;8;7;0,56;1
01/2023;HRJP;2023;1;III;10 a 14;15;6;0,9;0
01/2023;HRJP;2023;1;IV;15 a 19;25;2;0,5;1
01/2023;HRJP;2023;1;V;20 a 24;40;3;1,2;1
01/2023;HRJP;2023;1;VI;25 a 29;55;4;2,2;2
01/2023;HRJP;2023;1;VII;30 a 34;75;0;0,0;0
01/2023;HRJP;2023;1;VIII;> 34;85;0;0,0;0
01/2023;MOV;2023;1;I;0 a 4;4;1;0,04;0
01/2023;MOV;2023;1;II;5 a 9;8;3;0,24;0
01/2023;MOV;2023;1;III;10 a 14;15;7;1,05;0
01/2023;MOV;2023;1;IV;15 a 19;25;10;2,5;0
01/2023;MOV;2023;1;V;20 a 24;40;5;2,0;0
01/2023;MOV;2023;1;VI;25 a 29;55;1;0,55;0
01/2023;MOV;2023;1;VII;30 a 34;75;0;0,0;0
01/2023;MOV;2023;1;VIII;> 34;85;0;0,0;0
02/2023;HAC;2023;2;I;0 a 4;4;2;0,08;8
02/2023;HAC;2023;2;II;5 a 9;8;6;0,48;0
02/2023;HAC;2023;2;III;10 a 14;15;16;2,4;1
02/2023;HAC;2023;2;IV;15 a 19;25;4;1,0;0
02/2023;HAC;2023;2;V;20 a 24;40;5;2,0;1
02/2023;HAC;2023;2;VI;25 a 29;55;1;0,55;0
02/2023;HAC;2023;2;VII;30 a 34;75;1;0,75;0
02/2023;HAC;2023;2;VIII;> 34;85;0;0,0;0
02/2023;HEM;2023;2;I;0 a 4;4;0;0,0;0
02/2023;HEM;2023;2;II;5 a 9;8;0;0,0;0
02/2023;HEM;2023;2;III;10 a 14;15;4;0,6;1
02/2023;HEM;2023;2;IV;15 a 19;25;7;1,75;3
02/2023;HEM;2023;2;V;20 a 24;40;4;1,6;2
02/2023;HEM;2023;2;VI;25 a 29;55;4;2,2;0
02/2023;HEM;2023;2;VII;30 a 34;75;2;1,5;1
02/2023;HEM;2023;2;VIII;> 34;85;0;0,0;0
02/2023;HJK;2023;2;I;0 a 4;4;89;3,5999999999999996;5
02/2023;HJK;2023;2;II;5 a 9;8;192;15,4;20
02/2023;HJK;2023;2;III;10 a 14;15;224;33,75;13
02/2023;HJK;2023;2;IV;15 a 19;25;207;51,85;27
02/2023;HJK;2023;2;V;20 a 24;40;141;56,4;27
02/2023;HJK;2023;2;VI;25 a 29;55;63;34,699999999999996;27
02/2023;HJK;2023;2;VII;30 a 34;75;31;23,35;12
02/2023;HJK;2023;2;VIII;> 34;85;21;17,9;17
02/2023;HJXXIII;2023;2;I;0 a 4;4;16;0,64;0
02/2023;HJXXIII;2023;2;II;5 a 9;8;28;2,24;2
02/2023;HJXXIII;2023;2;III;10 a 14;15;30;4,5;2
02/2023;HJXXIII;2023;2;IV;15 a 19;25;26;6,5;7
02/2023;HJXXIII;2023;2;V;20 a 24;40;14;5,6;6
02/2023;HJXXIII;2023;2;VI;25 a 29;55;9;4,95;8
02/2023;HJXXIII;2023;2;VII;30 a 34;75;2;1,5;2
02/2023;HJXXIII;2023;2;VIII;> 34;85;0;0,0;0
02/2023;HRAD;2023;2;I;0 a 4;4;1;0,04;0
02/2023;HRAD;2023;2;II;5 a 9;8;0;0,0;0
02/2023;HRAD;2023;2;III;10 a 14;15;2;0,3;0
02/2023;HRAD;2023;2;IV;15 a 19;25;4;1,0;2
02/2023;HRAD;2023;2;V;20 a 24;40;5;2,0;0
02/2023;HRAD;2023;2;VI;25 a 29;55;2;1,1;1
02/2023;HRAD;2023;2;VII;30 a 34;75;1;0,75;1
02/2023;HRAD;2023;2;VIII;> 34;85;0;0,0;0
02/2023;HRBJA;2023;2;I;0 a 4;4;0;0,0;0
02/2023;HRBJA;2023;2;II;5 a 9;8;0;0,0;0
02/2023;HRBJA;2023;2;III;10 a 14;15;1;0,15;0
02/2023;HRBJA;2023;2;IV;15 a 19;25;7;1,75;2
02/2023;HRBJA;2023;2;V;20 a 24;40;5;2,0;2
02/2023;HRBJA;2023;2;VI;25 a 29;55;4;2,2;2
02/2023;HRBJA;2023;2;VII;30 a 34;75;0;0,0;0
02/2023;HRBJA;2023;2;VIII;> 34;85;2;1,7;2
02/2023;HRJP;2023;2;I;0 a 4;4;0;0,0;0
02/2023;HRJP;2023;2;II;5 a 9;8;6;0,48;0
02/2023;HRJP;2023;2;III;10 a 14;15;19;2,85;6
02/2023;HRJP;2023;2;IV;15 a 19;25;6;1,5;0
02/2023;HRJP;2023;2;V;20 a 24;40;6;2,4;3
02/2023;HRJP;2023;2;VI;25 a 29;55;2;1,1;1
02/2023;HRJP;2023;2;VII;30 a 34;75;1;0,75;0
02/2023;HRJP;2023;2;VIII;> 34;85;1;0,85;1
02/2023;MOV;2023;2;I;0 a 4;4;1;0,04;0
02/2023;MOV;2023;2;II;5 a 9;8;7;0,56;0
02/2023;MOV;2023;2;III;10 a 14;15;11;1,65;0
02/2023;MOV;2023;2;IV;15 a 19;25;7;1,75;0
02/2023;MOV;2023;2;V;20 a 24;40;1;0,4;0
02/2023;MOV;2023;2;VI;25 a 29;55;1;0,55;0
02/2023;MOV;2023;2;VII;30 a 34;75;1;0,75;0
02/2023;MOV;2023;2;VIII;> 34;85;0;0,0;0
03/2023;HAC;2023;3;I;0 a 4;4;0;0,0;8
03/2023;HAC;2023;3;II;5 a 9;8;7;0,56;0
03/2023;HAC;2023;3;III;10 a 14;15;16;2,4;0
03/2023;HAC;2023;3;IV;15 a 19;25;11;2,75;3
03/2023;HAC;2023;3;V;20 a 24;40;12;4,8;3
03/2023;HAC;2023;3;VI;25 a 29;55;1;0,55;0
03/2023;HAC;2023;3;VII;30 a 34;75;4;3,0;3
03/2023;HAC;2023;3;VIII;> 34;85;2;1,7;1
03/2023;HEM;2023;3;I;0 a 4;4;4;0,16;0
03/2023;HEM;2023;3;II;5 a 9;8;10;0,8;0
03/2023;HEM;2023;3;III;10 a 14;15;10;1,5;1
03/2023;HEM;2023;3;IV;15 a 19;25;9;2,25;3
03/2023;HEM;2023;3;V;20 a 24;40;5;2,0;3
03/2023;HEM;2023;3;VI;25 a 29;55;3;1,65;1
03/2023;HEM;2023;3;VII;30 a 34;75;3;2,25;2
03/2023;HEM;2023;3;VIII;> 34;85;2;1,7;2
03/2023;HJK;2023;3;I;0 a 4;4;89;3,5999999999999996;5
03/2023;HJK;2023;3;II;5 a 9;8;195;15,64;20
03/2023;HJK;2023;3;III;10 a 14;15;228;34,35;14
03/2023;HJK;2023;3;IV;15 a 19;25;211;52,85;28
03/2023;HJK;2023;3;V;20 a 24;40;136;54,4;27
03/2023;HJK;2023;3;VI;25 a 29;55;63;34,699999999999996;26
03/2023;HJK;2023;3;VII;30 a 34;75;33;24,85;14
03/2023;HJK;2023;3;VIII;> 34;85;18;15,350000000000001;13
03/2023;HJXXIII;2023;3;I;0 a 4;4;12;0,48;0
03/2023;HJXXIII;2023;3;II;5 a 9;8;24;1,92;0
03/2023;HJXXIII;2023;3;III;10 a 14;15;41;6,15;2
03/2023;HJXXIII;2023;3;IV;15 a 19;25;43;10,75;5
03/2023;HJXXIII;2023;3;V;20 a 24;40;26;10,4;4
03/2023;HJXXIII;2023;3;VI;25 a 29;55;13;7,15;6
03/2023;HJXXIII;2023;3;VII;30 a 34;75;2;1,5;0
03/2023;HJXXIII;2023;3;VIII;> 34;85;1;0,85;0
03/2023;HRAD;2023;3;I;0 a 4;4;0;0,0;0
03/2023;HRAD;2023;3;II;5 a 9;8;0;0,0;0
03/2023;HRAD;2023;3;III;10 a 14;15;0;0,0;0
03/2023;HRAD;2023;3;IV;15 a 19;25;9;2,25;0
03/2023;HRAD;2023;3;V;20 a 24;40;9;3,6;1
03/2023;HRAD;2023;3;VI;25 a 29;55;4;2,2;2
03/2023;HRAD;2023;3;VII;30 a 34;75;1;0,75;1
03/2023;HRAD;2023;3;VIII;> 34;85;0;0,0;0
03/2023;HRBJA;2023;3;I;0 a 4;4;0;0,0;0
03/2023;HRBJA;2023;3;II;5 a 9;8;0;0,0;0
03/2023;HRBJA;2023;3;III;10 a 14;15;5;0,75;2
03/2023;HRBJA;2023;3;IV;15 a 19;25;1;0,25;1
03/2023;HRBJA;2023;3;V;20 a 24;40;9;3,6;6
03/2023;HRBJA;2023;3;VI;25 a 29;55;2;1,1;2
03/2023;HRBJA;2023;3;VII;30 a 34;75;0;0,0;0
03/2023;HRBJA;2023;3;VIII;> 34;85;0;0,0;0
03/2023;HRJP;2023;3;I;0 a 4;4;5;0,2;1
03/2023;HRJP;2023;3;II;5 a 9;8;6;0,48;0
03/2023;HRJP;2023;3;III;10 a 14;15;17;2,55;1
03/2023;HRJP;2023;3;IV;15 a 19;25;13;3,25;0
03/2023;HRJP;2023;3;V;20 a 24;40;13;5,2;7
03/2023;HRJP;2023;3;VI;25 a 29;55;3;1,65;2
03/2023;HRJP;2023;3;VII;30 a 34;75;1;0,75;0
03/2023;HRJP;2023;3;VIII;> 34;85;2;1,7;2
03/2023;MOV;2023;3;I;0 a 4;4;4;0,16;0
03/2023;MOV;2023;3;II;5 a 9;8;7;0,56;0
03/2023;MOV;2023;3;III;10 a 14;15;7;1,05;0
03/2023;MOV;2023;3;IV;15 a 19;25;16;4,0;0
03/2023;MOV;2023;3;V;20 a 24;40;6;2,4;0
03/2023;MOV;2023;3;VI;25 a 29;55;1;0,55;0
03/2023;MOV;2023;3;VII;30 a 34;75;0;0,0;0
03/2023;MOV;2023;3;VIII;> 34;85;0;0,0;0
04/2023;HAC;2023;4;I;0 a 4;4;0;0,0;0
04/2023;HAC;2023;4;II;5 a 9;8;6;0,48;0
04/2023;HAC;2023;4;III;10 a 14;15;8;1,2;0
04/2023;HAC;2023;4;IV;15 a 19;25;12;3,0;1
04/2023;HAC;2023;4;V;20 a 24;40;7;2,8;1
04/2023;HAC;2023;4;VI;25 a 29;55;1;0,55;1
04/2023;HAC;2023;4;VII;30 a 34;75;1;0,75;1
04/2023;HAC;2023;4;VIII;> 34;85;1;0,85;1
04/2023;HEM;2023;4;I;0 a 4;4;1;0,04;0
04/2023;HEM;2023;4;II;5 a 9;8;3;0,24;0
04/2023;HEM;2023;4;III;10 a 14;15;8;1,2;0
04/2023;HEM;2023;4;IV;15 a 19;25;8;2,0;0
04/2023;HEM;2023;4;V;20 a 24;40;10;4,0;0
04/2023;HEM;2023;4;VI;25 a 29;55;3;1,65;0
04/2023;HEM;2023;4;VII;30 a 34;75;0;0,0;0
04/2023;HEM;2023;4;VIII;> 34;85;0;0,0;0
04/2023;HJK;2023;4;I;0 a 4;4;91;3,6799999999999997;5
04/2023;HJK;2023;4;II;5 a 9;8;196;15,72;20
04/2023;HJK;2023;4;III;10 a 14;15;227;34,2;12
04/2023;HJK;2023;4;IV;15 a 19;25;223;55,85;28
04/2023;HJK;2023;4;V;20 a 24;40;145;58,0;27
04/2023;HJK;2023;4;VI;25 a 29;55;63;34,699999999999996;26
04/2023;HJK;2023;4;VII;30 a 34;75;29;21,85;13
04/2023;HJK;2023;4;VIII;> 34;85;16;13,65;13
04/2023;HJXXIII;2023;4;I;0 a 4;4;21;0,84;0
04/2023;HJXXIII;2023;4;II;5 a 9;8;36;2,88;1
04/2023;HJXXIII;2023;4;III;10 a 14;15;28;4,2;3
04/2023;HJXXIII;2023;4;IV;15 a 19;25;32;8,0;6
04/2023;HJXXIII;2023;4;V;20 a 24;40;15;6,0;5
04/2023;HJXXIII;2023;4;VI;25 a 29;55;11;6,05;4
04/2023;HJXXIII;2023;4;VII;30 a 34;75;1;0,75;1
04/2023;HJXXIII;2023;4;VIII;> 34;85;3;2,55;0
04/2023;HRAD;2023;4;I;0 a 4;4;0;0,0;0
04/2023;HRAD;2023;4;II;5 a 9;8;0;0,0;0
04/2023;HRAD;2023;4;III;10 a 14;15;10;1,5;0
04/2023;HRAD;2023;4;IV;15 a 19;25;3;0,75;2
04/2023;HRAD;2023;4;V;20 a 24;40;5;2,0;3
04/2023;HRAD;2023;4;VI;25 a 29;55;2;1,1;2
04/2023;HRAD;2023;4;VII;30 a 34;75;0;0,0;0
04/2023;HRAD;2023;4;VIII;> 34;85;0;0,0;0
04/2023;HRBJA;2023;4;I;0 a 4;4;0;0,0;0
04/2023;HRBJA;2023;4;II;5 a 9;8;4;0,32;0
04/2023;HRBJA;2023;4;III;10 a 14;15;1;0,15;0
04/2023;HRBJA;2023;4;IV;15 a 19;25;1;0,25;0
04/2023;HRBJA;2023;4;V;20 a 24;40;3;1,2;0
04/2023;HRBJA;2023;4;VI;25 a 29;55;0;0,0;0
04/2023;HRBJA;2023;4;VII;30 a 34;75;1;0,75;1
04/2023;HRBJA;2023;4;VIII;> 34;85;1;0,85;1
04/2023;HRJP;2023;4;I;0 a 4;4;7;0,28;4
04/2023;HRJP;2023;4;II;5 a 9;8;2;0,16;0
04/2023;HRJP;2023;4;III;10 a 14;15;7;1,05;0
04/2023;HRJP;2023;4;IV;15 a 19;25;14;3,5;2
04/2023;HRJP;2023;4;V;20 a 24;40;4;1,6;2
04/2023;HRJP;2023;4;VI;25 a 29;55;7;3,85;5
04/2023;HRJP;2023;4;VII;30 a 34;75;2;1,5;2
04/2023;HRJP;2023;4;VIII;> 34;85;2;1,7;2
04/2023;MOV;2023;4;I;0 a 4;4;0;0,0;0
04/2023;MOV;2023;4;II;5 a 9;8;1;0,08;0
04/2023;MOV;2023;4;III;10 a 14;15;6;0,9;0
04/2023;MOV;2023;4;IV;15 a 19;25;9;2,25;1
04/2023;MOV;2023;4;V;20 a 24;40;3;1,2;0
04/2023;MOV;2023;4;VI;25 a 29;55;3;1,65;1
04/2023;MOV;2023;4;VII;30 a 34;75;1;0,75;0
04/2023;MOV;2023;4;VIII;> 34;85;1;0,85;0
05/2023;HAC;2023;5;I;0 a 4;4;0;0,0;0
05/2023;HAC;2023;5;II;5 a 9;8;1;0,08;0
05/2023;HAC;2023;5;III;10 a 14;15;9;1,35;0
05/2023;HAC;2023;5;IV;15 a 19;25;8;2,0;1
05/2023;HAC;2023;5;V;20 a 24;40;12;4,8;0
05/2023;HAC;2023;5;VI;25 a 29;55;5;2,75;3
05/2023;HAC;2023;5;VII;30 a 34;75;1;0,75;0
05/2023;HAC;2023;5;VIII;> 34;85;4;3,4;4
05/2023;HEM;2023;5;I;0 a 4;4;1;0,04;0
05/2023;HEM;2023;5;II;5 a 9;8;2;0,16;1
05/2023;HEM;2023;5;III;10 a 14;15;5;0,75;1
05/2023;HEM;2023;5;IV;15 a 19;25;16;4,0;1
05/2023;HEM;2023;5;V;20 a 24;40;7;2,8;2
05/2023;HEM;2023;5;VI;25 a 29;55;1;0,55;0
05/2023;HEM;2023;5;VII;30 a 34;75;2;1,5;0
05/2023;HEM;2023;5;VIII;> 34;85;3;2,55;2
05/2023;HJK;2023;5;I;0 a 4;4;91;3,6799999999999997;5
05/2023;HJK;2023;5;II;5 a 9;8;194;15,56;20
05/2023;HJK;2023;5;III;10 a 14;15;242;36,45;15
05/2023;HJK;2023;5;IV;15 a 19;25;219;54,85;29
05/2023;HJK;2023;5;V;20 a 24;40;144;57,6;26
05/2023;HJK;2023;5;VI;25 a 29;55;65;35,8;27
05/2023;HJK;2023;5;VII;30 a 34;75;31;23,35;13
05/2023;HJK;2023;5;VIII;> 34;85;20;17,05;16
